trip_id,request_time,pickup_zone,dropoff_zone,fare,status,driver_id,rider_id
333,2025-10-13 11:07:00,Toul Kork,Russey Keo,8.78,cancelled_by_user,51,273
334,2025-10-13 14:57:00,Chamkarmon,Toul Kork,8.6,completed,39,264
335,2025-10-13 17:56:00,Chamkarmon,Daun Penh,9.38,cancelled_by_user,4,57
336,2025-10-13 00:50:00,Toul Kork,Chamkarmon,4.61,cancelled_by_user,3,298
337,2025-10-13 21:28:00,Chamkarmon,Daun Penh,4.2,completed,64,98
338,2025-10-13 20:38:00,Sen Sok,Toul Kork,7.87,completed,29,137
339,2025-10-13 10:58:00,Sen Sok,Toul Kork,5.16,completed,11,87
340,2025-10-13 09:23:00,Chamkarmon,Sen Sok,2.24,completed,97,242
341,2025-10-13 06:33:00,Toul Kork,Toul Kork,3.9,completed,58,199
342,2025-10-13 11:26:00,Chamkarmon,Daun Penh,5.06,completed,75,84
343,2025-10-13 01:03:00,Chamkarmon,Russey Keo,3.99,completed,27,242
344,2025-10-13 20:27:00,Chamkarmon,Russey Keo,4.32,completed,97,281
345,2025-10-13 00:51:00,Daun Penh,Sen Sok,4.0,completed,21,252
346,2025-10-13 07:53:00,Sen Sok,Daun Penh,1.85,completed,39,190
347,2025-10-13 22:21:00,Russey Keo,Daun Penh,6.92,completed,95,152
348,2025-10-13 17:38:00,Russey Keo,Toul Kork,6.58,completed,46,278
349,2025-10-13 06:45:00,Daun Penh,Daun Penh,7.05,completed,66,139
350,2025-10-13 06:03:00,Chamkarmon,Chamkarmon,3.13,completed,91,176
351,2025-10-13 00:07:00,Daun Penh,Toul Kork,4.01,cancelled_by_driver,36,8
352,2025-10-13 16:41:00,Daun Penh,Chamkarmon,6.77,completed,75,295
353,2025-10-13 01:10:00,Toul Kork,Sen Sok,6.6,completed,82,235
354,2025-10-13 12:46:00,Sen Sok,Russey Keo,5.8,completed,65,163
355,2025-10-13 23:05:00,Russey Keo,Sen Sok,4.48,cancelled_by_driver,63,49
356,2025-10-13 02:37:00,Chamkarmon,Russey Keo,9.26,cancelled_by_driver,99,38
357,2025-10-13 21:28:00,Russey Keo,Sen Sok,4.39,cancelled_by_driver,35,136
358,2025-10-13 23:47:00,Russey Keo,Daun Penh,5.37,completed,31,219
359,2025-10-13 01:28:00,Sen Sok,Chamkarmon,7.26,completed,28,296
360,2025-10-13 21:11:00,Russey Keo,Russey Keo,6.12,completed,1,34
361,2025-10-13 12:23:00,Russey Keo,Toul Kork,4.45,completed,25,79
362,2025-10-13 21:45:00,Daun Penh,Chamkarmon,5.2,cancelled_by_user,43,236
363,2025-10-13 13:42:00,Sen Sok,Toul Kork,8.25,completed,84,273
364,2025-10-13 15:53:00,Toul Kork,Chamkarmon,3.86,completed,67,161
365,2025-10-13 13:03:00,Chamkarmon,Chamkarmon,2.71,completed,63,175
366,2025-10-13 20:44:00,Russey Keo,Sen Sok,4.16,cancelled_by_driver,51,221
367,2025-10-13 17:36:00,Chamkarmon,Russey Keo,8.72,completed,2,9
368,2025-10-13 12:30:00,Toul Kork,Russey Keo,2.26,completed,82,289
369,2025-10-13 20:50:00,Chamkarmon,Chamkarmon,9.93,completed,64,113
370,2025-10-13 05:53:00,Toul Kork,Daun Penh,6.1,completed,74,205
371,2025-10-13 03:46:00,Daun Penh,Daun Penh,9.87,completed,69,186
372,2025-10-13 03:50:00,Russey Keo,Toul Kork,9.48,cancelled_by_driver,9,197
373,2025-10-13 08:00:00,Toul Kork,Toul Kork,5.35,completed,2,266
374,2025-10-13 05:43:00,Chamkarmon,Sen Sok,3.19,completed,34,262
375,2025-10-13 22:19:00,Russey Keo,Chamkarmon,2.9,completed,60,248
376,2025-10-13 02:32:00,Daun Penh,Toul Kork,3.54,completed,61,115
377,2025-10-13 16:46:00,Russey Keo,Toul Kork,7.54,cancelled_by_driver,31,121
378,2025-10-13 04:32:00,Toul Kork,Chamkarmon,3.82,cancelled_by_driver,10,141
379,2025-10-13 21:09:00,Daun Penh,Sen Sok,4.4,completed,76,65
380,2025-10-13 23:04:00,Chamkarmon,Toul Kork,5.31,cancelled_by_driver,36,276
381,2025-10-13 11:10:00,Daun Penh,Sen Sok,9.26,completed,85,239
382,2025-10-13 21:05:00,Daun Penh,Russey Keo,3.11,completed,49,10
383,2025-10-13 00:07:00,Sen Sok,Sen Sok,1.54,completed,70,233
384,2025-10-13 19:40:00,Daun Penh,Daun Penh,2.01,completed,49,195
385,2025-10-13 05:29:00,Daun Penh,Daun Penh,9.19,completed,3,12
386,2025-10-13 21:48:00,Russey Keo,Sen Sok,7.0,completed,74,177
387,2025-10-13 00:01:00,Chamkarmon,Daun Penh,3.82,completed,5,177
388,2025-10-13 13:20:00,Russey Keo,Russey Keo,3.01,completed,90,217
389,2025-10-13 18:09:00,Russey Keo,Chamkarmon,4.0,completed,61,11
390,2025-10-13 06:12:00,Toul Kork,Daun Penh,2.48,completed,85,118
391,2025-10-13 04:38:00,Russey Keo,Daun Penh,9.5,cancelled_by_user,90,164
392,2025-10-13 02:01:00,Sen Sok,Sen Sok,8.17,completed,26,39
393,2025-10-13 07:50:00,Sen Sok,Russey Keo,5.43,completed,72,53
394,2025-10-13 13:26:00,Toul Kork,Chamkarmon,8.85,cancelled_by_driver,5,218
395,2025-10-13 02:46:00,Chamkarmon,Sen Sok,3.62,completed,15,206
396,2025-10-13 09:02:00,Chamkarmon,Sen Sok,7.6,completed,16,56
397,2025-10-13 00:13:00,Russey Keo,Russey Keo,8.78,completed,1,118
398,2025-10-13 19:38:00,Russey Keo,Chamkarmon,4.53,completed,16,253
399,2025-10-13 03:04:00,Russey Keo,Russey Keo,7.94,completed,37,286
400,2025-10-13 06:48:00,Chamkarmon,Chamkarmon,4.01,completed,3,268
401,2025-10-13 00:26:00,Daun Penh,Russey Keo,4.04,cancelled_by_driver,52,291
402,2025-10-13 10:22:00,Sen Sok,Sen Sok,2.41,cancelled_by_driver,47,180
403,2025-10-13 20:09:00,Daun Penh,Sen Sok,5.24,cancelled_by_driver,95,235
404,2025-10-13 09:24:00,Daun Penh,Toul Kork,7.7,completed,13,196
405,2025-10-13 04:18:00,Chamkarmon,Daun Penh,9.49,completed,80,80
406,2025-10-13 18:05:00,Daun Penh,Russey Keo,6.63,completed,55,135
407,2025-10-13 18:55:00,Toul Kork,Toul Kork,8.84,completed,21,22
408,2025-10-13 04:10:00,Russey Keo,Daun Penh,8.49,cancelled_by_driver,66,225
409,2025-10-13 18:30:00,Toul Kork,Russey Keo,2.97,completed,54,58
410,2025-10-13 22:44:00,Sen Sok,Chamkarmon,5.63,completed,27,93
411,2025-10-13 03:59:00,Russey Keo,Daun Penh,2.49,completed,38,192
412,2025-10-13 18:30:00,Daun Penh,Sen Sok,7.3,cancelled_by_driver,90,103
413,2025-10-13 17:00:00,Sen Sok,Toul Kork,9.57,cancelled_by_driver,58,7
414,2025-10-13 11:21:00,Russey Keo,Daun Penh,2.67,completed,62,128
415,2025-10-13 01:23:00,Daun Penh,Daun Penh,7.74,cancelled_by_driver,46,55
416,2025-10-13 01:47:00,Toul Kork,Sen Sok,6.87,completed,89,231
417,2025-10-13 20:27:00,Russey Keo,Russey Keo,6.46,completed,11,62
418,2025-10-13 23:45:00,Daun Penh,Chamkarmon,4.82,cancelled_by_driver,72,240
419,2025-10-13 16:13:00,Toul Kork,Sen Sok,4.52,completed,8,90
420,2025-10-13 10:42:00,Sen Sok,Chamkarmon,1.88,cancelled_by_user,97,232
421,2025-10-13 15:32:00,Sen Sok,Russey Keo,3.35,completed,71,233
422,2025-10-13 14:15:00,Sen Sok,Daun Penh,1.63,completed,64,292
423,2025-10-13 09:12:00,Sen Sok,Chamkarmon,6.44,cancelled_by_user,21,152
424,2025-10-13 01:34:00,Chamkarmon,Toul Kork,2.4,completed,72,145
425,2025-10-13 19:42:00,Russey Keo,Toul Kork,8.92,cancelled_by_user,63,130
426,2025-10-13 08:55:00,Russey Keo,Sen Sok,5.95,cancelled_by_user,85,141
427,2025-10-13 19:39:00,Chamkarmon,Russey Keo,7.45,completed,64,93
428,2025-10-13 06:03:00,Daun Penh,Sen Sok,4.99,completed,20,114
429,2025-10-13 00:01:00,Daun Penh,Sen Sok,6.26,completed,8,284
430,2025-10-13 03:48:00,Sen Sok,Sen Sok,9.51,completed,58,143
431,2025-10-13 11:14:00,Toul Kork,Toul Kork,2.2,completed,46,223
432,2025-10-13 22:39:00,Daun Penh,Toul Kork,3.66,completed,31,232
433,2025-10-13 02:27:00,Toul Kork,Sen Sok,8.13,completed,93,33
434,2025-10-13 20:30:00,Russey Keo,Toul Kork,2.34,completed,9,276
435,2025-10-13 12:38:00,Toul Kork,Russey Keo,2.14,cancelled_by_user,15,170
436,2025-10-13 19:49:00,Russey Keo,Sen Sok,4.57,cancelled_by_driver,94,140
437,2025-10-13 07:09:00,Chamkarmon,Toul Kork,2.28,completed,26,201
438,2025-10-13 20:09:00,Chamkarmon,Chamkarmon,6.47,completed,10,23
439,2025-10-13 18:32:00,Sen Sok,Sen Sok,3.42,cancelled_by_driver,29,224
440,2025-10-13 05:31:00,Daun Penh,Sen Sok,9.11,completed,80,270
441,2025-10-13 03:09:00,Sen Sok,Russey Keo,8.16,completed,36,153
442,2025-10-13 20:49:00,Russey Keo,Daun Penh,7.45,cancelled_by_user,84,85
443,2025-10-13 23:07:00,Sen Sok,Daun Penh,6.74,completed,37,109
444,2025-10-13 00:45:00,Toul Kork,Russey Keo,8.84,completed,86,31
445,2025-10-13 17:33:00,Russey Keo,Russey Keo,3.4,cancelled_by_driver,71,229
446,2025-10-13 21:49:00,Chamkarmon,Russey Keo,8.92,cancelled_by_user,23,240
447,2025-10-13 20:34:00,Daun Penh,Daun Penh,8.21,completed,41,141
448,2025-10-13 23:08:00,Russey Keo,Russey Keo,7.86,completed,93,156
449,2025-10-13 18:14:00,Russey Keo,Toul Kork,6.27,completed,80,299
450,2025-10-13 10:36:00,Toul Kork,Sen Sok,3.59,completed,28,99
451,2025-10-13 07:29:00,Daun Penh,Sen Sok,5.1,cancelled_by_driver,48,47
452,2025-10-13 07:41:00,Chamkarmon,Chamkarmon,8.25,completed,38,67
453,2025-10-13 17:23:00,Russey Keo,Chamkarmon,1.77,cancelled_by_driver,31,62
454,2025-10-13 17:54:00,Russey Keo,Sen Sok,8.15,completed,14,109
455,2025-10-13 04:48:00,Toul Kork,Toul Kork,3.54,completed,97,167
456,2025-10-13 20:50:00,Sen Sok,Daun Penh,2.73,completed,73,37
457,2025-10-13 17:09:00,Chamkarmon,Daun Penh,2.48,completed,91,119
458,2025-10-13 13:30:00,Daun Penh,Toul Kork,1.73,completed,88,86
459,2025-10-13 11:19:00,Russey Keo,Daun Penh,5.95,completed,77,52
460,2025-10-13 13:02:00,Russey Keo,Russey Keo,3.36,completed,90,91
461,2025-10-13 03:49:00,Chamkarmon,Sen Sok,9.91,completed,29,289
462,2025-10-13 04:53:00,Sen Sok,Sen Sok,6.38,completed,51,298
463,2025-10-13 02:11:00,Russey Keo,Toul Kork,2.67,cancelled_by_driver,49,204
464,2025-10-13 03:41:00,Chamkarmon,Daun Penh,7.35,completed,43,238
465,2025-10-13 10:53:00,Toul Kork,Chamkarmon,9.13,completed,92,155
466,2025-10-13 12:43:00,Sen Sok,Chamkarmon,7.83,cancelled_by_driver,92,240
467,2025-10-13 00:25:00,Daun Penh,Daun Penh,2.15,cancelled_by_user,72,136
468,2025-10-13 19:07:00,Russey Keo,Chamkarmon,9.12,completed,87,64
469,2025-10-13 07:03:00,Chamkarmon,Toul Kork,8.25,completed,93,123
470,2025-10-13 21:53:00,Toul Kork,Toul Kork,2.85,cancelled_by_driver,5,254
471,2025-10-13 23:13:00,Daun Penh,Daun Penh,1.94,cancelled_by_user,42,114
472,2025-10-13 04:27:00,Chamkarmon,Chamkarmon,6.24,cancelled_by_driver,7,20
473,2025-10-13 11:05:00,Chamkarmon,Toul Kork,2.83,completed,42,16
474,2025-10-13 00:01:00,Daun Penh,Toul Kork,8.59,completed,36,145
475,2025-10-13 14:21:00,Toul Kork,Russey Keo,4.55,completed,27,208
476,2025-10-13 14:34:00,Toul Kork,Russey Keo,9.26,completed,58,19
477,2025-10-13 05:56:00,Sen Sok,Toul Kork,6.31,completed,46,166
478,2025-10-13 13:24:00,Russey Keo,Daun Penh,3.05,cancelled_by_driver,66,38
479,2025-10-13 05:24:00,Daun Penh,Sen Sok,2.69,completed,25,181
480,2025-10-13 03:51:00,Daun Penh,Sen Sok,6.4,completed,73,105
481,2025-10-13 15:38:00,Daun Penh,Toul Kork,7.98,completed,27,100
482,2025-10-13 07:49:00,Toul Kork,Toul Kork,8.14,completed,1,90
483,2025-10-13 14:09:00,Russey Keo,Toul Kork,3.84,completed,87,300
484,2025-10-13 10:23:00,Sen Sok,Daun Penh,3.24,cancelled_by_driver,74,79
485,2025-10-13 23:37:00,Chamkarmon,Russey Keo,1.64,completed,42,73
486,2025-10-13 03:35:00,Chamkarmon,Toul Kork,7.27,completed,52,176
487,2025-10-13 11:09:00,Daun Penh,Toul Kork,2.15,cancelled_by_user,25,96
488,2025-10-13 16:19:00,Russey Keo,Chamkarmon,5.08,completed,54,103
489,2025-10-13 09:29:00,Toul Kork,Daun Penh,6.61,completed,67,224
490,2025-10-13 23:23:00,Russey Keo,Toul Kork,9.47,cancelled_by_user,6,6
491,2025-10-13 17:19:00,Russey Keo,Chamkarmon,4.15,completed,58,122
492,2025-10-13 15:46:00,Toul Kork,Sen Sok,3.62,completed,70,236
493,2025-10-13 18:10:00,Daun Penh,Toul Kork,7.06,cancelled_by_driver,53,116
494,2025-10-13 22:51:00,Russey Keo,Toul Kork,6.76,completed,66,163
495,2025-10-13 21:47:00,Chamkarmon,Chamkarmon,4.32,completed,58,226
496,2025-10-13 17:22:00,Toul Kork,Daun Penh,9.39,completed,82,230
497,2025-10-13 17:58:00,Sen Sok,Toul Kork,8.68,cancelled_by_driver,87,182
498,2025-10-13 03:30:00,Daun Penh,Sen Sok,3.4,completed,2,249
499,2025-10-13 02:28:00,Toul Kork,Toul Kork,3.53,completed,76,210
500,2025-10-13 13:42:00,Sen Sok,Sen Sok,5.85,completed,22,144
501,2025-10-13 00:26:00,Sen Sok,Russey Keo,8.08,completed,37,96
502,2025-10-13 11:34:00,Russey Keo,Russey Keo,1.87,cancelled_by_driver,20,244
503,2025-10-13 05:02:00,Russey Keo,Sen Sok,7.39,completed,24,86
504,2025-10-13 08:18:00,Russey Keo,Daun Penh,7.01,completed,84,184
505,2025-10-13 18:37:00,Toul Kork,Toul Kork,3.47,completed,65,121
506,2025-10-13 22:35:00,Toul Kork,Toul Kork,7.29,completed,65,92
507,2025-10-13 01:44:00,Daun Penh,Russey Keo,9.49,completed,81,70
508,2025-10-13 12:49:00,Russey Keo,Sen Sok,1.9,cancelled_by_driver,1,133
509,2025-10-13 21:10:00,Sen Sok,Toul Kork,4.22,completed,94,279
510,2025-10-13 01:58:00,Chamkarmon,Toul Kork,5.22,cancelled_by_user,3,137
511,2025-10-13 19:47:00,Daun Penh,Daun Penh,9.14,cancelled_by_driver,46,187
512,2025-10-13 08:35:00,Toul Kork,Chamkarmon,9.68,completed,55,221
513,2025-10-13 07:43:00,Daun Penh,Russey Keo,5.27,completed,75,46
514,2025-10-13 23:27:00,Daun Penh,Russey Keo,7.88,cancelled_by_user,88,278
515,2025-10-13 04:49:00,Daun Penh,Chamkarmon,6.02,completed,86,192
516,2025-10-13 16:38:00,Daun Penh,Toul Kork,6.07,cancelled_by_driver,64,8
517,2025-10-13 19:42:00,Chamkarmon,Daun Penh,3.86,completed,45,276
518,2025-10-13 00:59:00,Russey Keo,Daun Penh,3.34,completed,26,179
519,2025-10-13 16:05:00,Sen Sok,Russey Keo,3.95,completed,77,39
520,2025-10-13 22:50:00,Daun Penh,Daun Penh,6.23,completed,65,293
521,2025-10-13 02:58:00,Daun Penh,Chamkarmon,1.75,cancelled_by_user,24,178
522,2025-10-13 21:30:00,Daun Penh,Toul Kork,9.21,completed,74,162
523,2025-10-13 14:16:00,Russey Keo,Chamkarmon,2.83,completed,35,104
524,2025-10-13 14:47:00,Toul Kork,Sen Sok,3.37,cancelled_by_user,24,161
525,2025-10-13 14:42:00,Toul Kork,Russey Keo,5.91,completed,28,287
526,2025-10-13 07:10:00,Chamkarmon,Daun Penh,7.54,completed,100,123
527,2025-10-13 22:26:00,Toul Kork,Sen Sok,2.31,cancelled_by_driver,80,54
528,2025-10-13 22:44:00,Daun Penh,Daun Penh,4.2,completed,16,34
529,2025-10-13 15:00:00,Daun Penh,Toul Kork,9.73,completed,59,242
530,2025-10-13 18:48:00,Daun Penh,Toul Kork,3.73,completed,81,113
531,2025-10-13 14:41:00,Chamkarmon,Toul Kork,4.16,completed,54,23
532,2025-10-13 11:37:00,Daun Penh,Daun Penh,8.61,completed,79,46
533,2025-10-13 15:51:00,Toul Kork,Sen Sok,1.93,completed,16,135
534,2025-10-13 13:16:00,Russey Keo,Toul Kork,5.45,completed,15,118
535,2025-10-13 14:20:00,Russey Keo,Sen Sok,4.73,completed,98,189
536,2025-10-13 18:48:00,Sen Sok,Daun Penh,4.19,completed,11,131
537,2025-10-13 11:32:00,Toul Kork,Sen Sok,3.93,completed,65,212
538,2025-10-13 00:58:00,Daun Penh,Daun Penh,2.28,completed,79,113
539,2025-10-13 03:56:00,Russey Keo,Daun Penh,4.18,cancelled_by_driver,90,44
540,2025-10-13 10:31:00,Toul Kork,Russey Keo,1.87,completed,68,128
541,2025-10-13 17:23:00,Russey Keo,Daun Penh,8.14,completed,43,158
542,2025-10-13 14:14:00,Daun Penh,Daun Penh,4.88,completed,69,273
543,2025-10-13 15:36:00,Russey Keo,Chamkarmon,5.27,completed,99,45
544,2025-10-13 11:30:00,Sen Sok,Toul Kork,9.1,completed,13,108
545,2025-10-13 14:46:00,Sen Sok,Russey Keo,7.09,completed,10,219
546,2025-10-13 07:53:00,Russey Keo,Russey Keo,1.57,completed,75,177
547,2025-10-13 11:17:00,Toul Kork,Russey Keo,9.52,completed,82,228
548,2025-10-13 17:51:00,Toul Kork,Chamkarmon,3.52,cancelled_by_driver,98,191
549,2025-10-13 20:55:00,Toul Kork,Daun Penh,2.41,completed,41,160
550,2025-10-13 10:24:00,Russey Keo,Toul Kork,8.03,completed,50,267
551,2025-10-13 01:02:00,Toul Kork,Sen Sok,5.75,cancelled_by_driver,87,190
552,2025-10-13 03:52:00,Daun Penh,Daun Penh,5.19,completed,71,175
553,2025-10-13 00:30:00,Sen Sok,Chamkarmon,3.62,completed,59,290
554,2025-10-13 15:40:00,Daun Penh,Daun Penh,6.15,completed,39,145
555,2025-10-13 07:58:00,Toul Kork,Daun Penh,3.83,completed,3,232
556,2025-10-13 13:01:00,Daun Penh,Chamkarmon,9.16,completed,76,204
557,2025-10-13 11:50:00,Toul Kork,Russey Keo,3.33,completed,7,213
558,2025-10-13 01:57:00,Russey Keo,Russey Keo,9.02,completed,49,40
559,2025-10-13 09:40:00,Daun Penh,Toul Kork,6.25,completed,26,275
560,2025-10-13 05:17:00,Russey Keo,Toul Kork,8.54,completed,33,82
561,2025-10-13 10:02:00,Russey Keo,Russey Keo,7.56,cancelled_by_driver,48,181
562,2025-10-13 04:53:00,Chamkarmon,Sen Sok,7.42,completed,79,83
563,2025-10-13 20:10:00,Toul Kork,Daun Penh,4.26,completed,2,262
564,2025-10-13 04:10:00,Sen Sok,Sen Sok,3.49,completed,71,272
565,2025-10-13 23:03:00,Toul Kork,Daun Penh,3.29,completed,32,200
566,2025-10-13 09:58:00,Sen Sok,Russey Keo,8.79,cancelled_by_driver,4,240
567,2025-10-13 20:18:00,Toul Kork,Toul Kork,8.47,completed,20,180
568,2025-10-13 15:05:00,Russey Keo,Toul Kork,5.24,completed,36,171
569,2025-10-13 17:38:00,Daun Penh,Sen Sok,2.63,completed,32,295
570,2025-10-13 18:25:00,Daun Penh,Toul Kork,4.75,completed,28,177
571,2025-10-13 12:06:00,Chamkarmon,Russey Keo,6.76,completed,77,237
572,2025-10-13 13:02:00,Sen Sok,Sen Sok,5.36,completed,1,138
573,2025-10-13 12:20:00,Sen Sok,Daun Penh,8.13,completed,60,129
574,2025-10-13 14:06:00,Sen Sok,Toul Kork,9.98,completed,56,49
575,2025-10-13 00:42:00,Russey Keo,Chamkarmon,3.12,completed,35,164
576,2025-10-13 09:29:00,Sen Sok,Toul Kork,5.41,cancelled_by_driver,30,277
577,2025-10-13 14:32:00,Daun Penh,Daun Penh,5.16,completed,54,293
578,2025-10-13 14:20:00,Russey Keo,Sen Sok,4.09,completed,36,116
579,2025-10-13 19:01:00,Toul Kork,Daun Penh,3.18,completed,55,24
580,2025-10-13 15:43:00,Sen Sok,Chamkarmon,2.06,completed,89,25
581,2025-10-13 23:48:00,Sen Sok,Russey Keo,9.04,completed,80,127
582,2025-10-13 06:48:00,Toul Kork,Toul Kork,5.07,cancelled_by_driver,58,234
583,2025-10-13 08:37:00,Sen Sok,Sen Sok,5.72,completed,83,209
584,2025-10-13 09:12:00,Toul Kork,Russey Keo,9.29,cancelled_by_user,65,93
585,2025-10-13 11:10:00,Russey Keo,Daun Penh,8.1,completed,69,94
586,2025-10-13 20:03:00,Daun Penh,Sen Sok,2.61,completed,51,225
587,2025-10-13 05:39:00,Toul Kork,Russey Keo,6.31,completed,22,280
588,2025-10-13 18:37:00,Chamkarmon,Sen Sok,5.26,completed,88,11
589,2025-10-13 09:43:00,Toul Kork,Chamkarmon,8.28,completed,53,12
590,2025-10-13 14:26:00,Sen Sok,Chamkarmon,7.66,cancelled_by_driver,100,35
591,2025-10-13 15:10:00,Russey Keo,Toul Kork,7.37,cancelled_by_driver,36,228
592,2025-10-13 08:56:00,Russey Keo,Toul Kork,4.39,cancelled_by_user,68,220
593,2025-10-13 12:18:00,Toul Kork,Chamkarmon,8.34,cancelled_by_driver,36,141
594,2025-10-13 09:54:00,Daun Penh,Sen Sok,1.95,completed,52,23
595,2025-10-13 01:39:00,Chamkarmon,Chamkarmon,2.86,completed,53,83
596,2025-10-13 10:29:00,Russey Keo,Toul Kork,4.35,completed,82,229
597,2025-10-13 02:20:00,Sen Sok,Chamkarmon,2.15,completed,50,80
598,2025-10-13 09:43:00,Sen Sok,Chamkarmon,3.5,completed,80,290
599,2025-10-13 14:13:00,Daun Penh,Sen Sok,8.56,completed,41,159
600,2025-10-13 13:54:00,Russey Keo,Russey Keo,9.56,completed,18,128
601,2025-10-13 15:54:00,Toul Kork,Toul Kork,4.09,completed,22,190
602,2025-10-13 02:17:00,Sen Sok,Sen Sok,3.75,completed,66,31
603,2025-10-13 15:39:00,Daun Penh,Chamkarmon,3.88,completed,21,15
604,2025-10-13 07:29:00,Russey Keo,Chamkarmon,3.86,completed,100,75
605,2025-10-13 09:34:00,Russey Keo,Russey Keo,1.81,completed,44,34
606,2025-10-13 20:35:00,Russey Keo,Toul Kork,9.38,completed,47,196
607,2025-10-13 00:13:00,Russey Keo,Toul Kork,3.32,completed,39,29
608,2025-10-13 14:07:00,Russey Keo,Daun Penh,5.07,completed,29,194
609,2025-10-13 14:22:00,Sen Sok,Toul Kork,1.58,completed,54,16
610,2025-10-13 09:31:00,Daun Penh,Russey Keo,8.79,completed,90,77
611,2025-10-13 05:41:00,Russey Keo,Daun Penh,7.71,completed,85,293
612,2025-10-13 05:37:00,Chamkarmon,Daun Penh,9.55,completed,17,81
613,2025-10-13 21:12:00,Chamkarmon,Chamkarmon,8.14,completed,80,124
614,2025-10-13 10:36:00,Daun Penh,Chamkarmon,4.17,completed,60,19
615,2025-10-13 07:56:00,Toul Kork,Toul Kork,3.61,completed,31,102
616,2025-10-13 10:46:00,Toul Kork,Daun Penh,7.43,completed,73,77
617,2025-10-13 16:03:00,Toul Kork,Chamkarmon,4.59,completed,95,229
618,2025-10-13 03:29:00,Chamkarmon,Russey Keo,6.31,cancelled_by_driver,78,297
619,2025-10-13 10:47:00,Toul Kork,Chamkarmon,1.55,completed,49,203
620,2025-10-13 14:06:00,Sen Sok,Chamkarmon,2.03,cancelled_by_user,2,61
621,2025-10-13 22:45:00,Russey Keo,Daun Penh,6.05,completed,48,26
622,2025-10-13 06:03:00,Chamkarmon,Daun Penh,6.31,completed,14,71
623,2025-10-13 08:37:00,Daun Penh,Sen Sok,7.89,completed,59,103
624,2025-10-13 09:06:00,Daun Penh,Russey Keo,2.62,completed,97,157
625,2025-10-13 14:31:00,Russey Keo,Daun Penh,5.86,completed,99,194
626,2025-10-13 08:33:00,Chamkarmon,Toul Kork,3.15,completed,58,275
627,2025-10-13 12:48:00,Toul Kork,Russey Keo,2.29,completed,58,186
628,2025-10-13 18:45:00,Toul Kork,Russey Keo,4.99,completed,51,113
629,2025-10-13 16:55:00,Sen Sok,Daun Penh,2.89,completed,84,165
630,2025-10-13 10:42:00,Sen Sok,Russey Keo,3.39,completed,2,61
631,2025-10-13 20:44:00,Toul Kork,Daun Penh,4.2,completed,41,92
632,2025-10-13 13:23:00,Daun Penh,Chamkarmon,3.7,completed,83,286
633,2025-10-13 12:57:00,Daun Penh,Sen Sok,2.24,completed,82,153
634,2025-10-13 00:49:00,Sen Sok,Chamkarmon,2.26,cancelled_by_driver,16,225
635,2025-10-13 23:40:00,Russey Keo,Daun Penh,3.14,cancelled_by_user,4,127
636,2025-10-13 02:57:00,Toul Kork,Daun Penh,1.93,completed,12,193
637,2025-10-13 05:32:00,Sen Sok,Chamkarmon,6.82,completed,29,115
638,2025-10-13 01:14:00,Sen Sok,Toul Kork,3.94,cancelled_by_driver,7,262
639,2025-10-13 15:21:00,Toul Kork,Toul Kork,3.88,completed,14,18
640,2025-10-13 05:23:00,Toul Kork,Toul Kork,4.32,completed,12,10
641,2025-10-13 04:19:00,Daun Penh,Daun Penh,7.13,cancelled_by_user,99,92
642,2025-10-13 02:07:00,Russey Keo,Russey Keo,8.9,completed,5,139
643,2025-10-13 02:28:00,Russey Keo,Daun Penh,7.95,completed,81,52
644,2025-10-13 14:01:00,Toul Kork,Russey Keo,7.68,completed,32,195
645,2025-10-13 16:31:00,Chamkarmon,Chamkarmon,5.62,completed,74,206
646,2025-10-13 09:32:00,Sen Sok,Sen Sok,7.4,cancelled_by_driver,43,287
647,2025-10-13 11:31:00,Sen Sok,Russey Keo,6.2,completed,81,93
648,2025-10-13 16:27:00,Toul Kork,Toul Kork,3.34,completed,69,145
649,2025-10-13 00:25:00,Chamkarmon,Daun Penh,3.27,completed,45,86
650,2025-10-13 07:45:00,Daun Penh,Chamkarmon,4.02,completed,9,153
651,2025-10-13 23:21:00,Toul Kork,Toul Kork,9.24,completed,49,2
652,2025-10-13 13:55:00,Toul Kork,Chamkarmon,6.15,completed,33,260
653,2025-10-13 06:06:00,Sen Sok,Sen Sok,7.74,cancelled_by_driver,100,164
654,2025-10-13 12:31:00,Toul Kork,Daun Penh,4.45,completed,100,6
655,2025-10-13 08:13:00,Toul Kork,Daun Penh,4.97,completed,18,149
656,2025-10-13 12:46:00,Toul Kork,Sen Sok,2.57,completed,9,205
657,2025-10-13 03:01:00,Sen Sok,Daun Penh,2.96,completed,62,118
658,2025-10-13 03:11:00,Daun Penh,Russey Keo,8.53,cancelled_by_driver,57,89
659,2025-10-13 03:26:00,Daun Penh,Chamkarmon,6.47,completed,29,154
660,2025-10-13 22:33:00,Toul Kork,Toul Kork,4.37,cancelled_by_driver,78,167
661,2025-10-13 17:35:00,Sen Sok,Sen Sok,8.32,completed,25,161
662,2025-10-13 03:53:00,Daun Penh,Russey Keo,3.6,completed,15,270
663,2025-10-13 04:31:00,Daun Penh,Toul Kork,9.8,completed,6,56
664,2025-10-13 17:32:00,Daun Penh,Toul Kork,4.43,completed,42,228
665,2025-10-13 03:44:00,Sen Sok,Sen Sok,4.37,completed,29,149
